name,game_date,period,toulan_cengong,x,y
Jeremy Lin,10/29/16,1,0,-11,16
Jeremy Lin,10/29/16,2,1,-7,0
Jeremy Lin,10/29/16,4,1,2,3
Anthony Davis,10/29/16,1,0,12,13
Anthony Davis,10/29/16,2,1,-174,-24
Anthony Davis,10/29/16,3,0,-74,159
Anthony Davis,10/29/16,3,0,-176,115
Kemba Walker,10/29/16,4,0,-70,252
Kemba Walker,10/29/16,4,1,-63,247
Frank Kaminsky,10/29/16,4,1,-6,0
Nicolas Batum,10/29/16,3,1,33,61
Jeremy Lamb,10/29/16,1,0,-109,224
Kemba Walker,10/29/16,4,1,-6,2
Kemba Walker,10/29/16,1,0,-183,159
Luis Scola,10/29/16,3,1,-1,2
Nicolas Batum,10/29/16,3,0,56,80
Nicolas Batum,10/29/16,1,0,87,46
Zaza Pachulia,10/30/16,1,1,10,11
Eric Gordon,10/30/16,2,1,10,21
Dwight Powell,10/30/16,2,1,0,1
J.J. Barea,10/30/16,1,1,-56,18
Wesley Matthews,10/30/16,4,0,119,56
Eric Gordon,10/30/16,3,1,12,75
Eric Gordon,10/30/16,4,0,55,65
Dwight Powell,10/30/16,4,0,-60,21
Eric Gordon,10/30/16,3,0,-238,-5
Deron Williams,10/30/16,3,1,-158,205
Wesley Matthews,10/30/16,3,0,4,267
Deron Williams,10/30/16,3,0,-92,75
Wesley Matthews,10/30/16,4,0,173,198
Deron Williams,10/30/16,1,0,-76,151
Wesley Matthews,10/30/16,2,0,15,257
Eric Gordon,10/30/16,1,0,97,228
Raymond Felton,10/30/16,1,0,127,228
Eric Gordon,10/30/16,1,1,-86,242
Dwight Powell,10/30/16,4,0,-233,8
J.J. Barea,10/30/16,1,0,-145,120
J.J. Barea,10/30/16,3,0,-2,47
J.J. Barea,10/30/16,3,0,-99,46
Wesley Matthews,10/30/16,4,0,143,219
Eric Gordon,10/30/16,4,0,1,80
Wesley Matthews,10/30/16,4,0,-97,228
Deron Williams,10/30/16,3,0,69,203
Deron Williams,10/30/16,1,0,9,72
Deron Williams,10/30/16,1,1,0,247
Wesley Matthews,10/30/16,3,0,102,223
Wesley Matthews,10/30/16,3,1,-140,218
J.J. Barea,10/30/16,3,0,53,257
Eric Gordon,10/30/16,2,0,48,210
Wesley Matthews,10/30/16,4,1,107,244
J.J. Barea,10/30/16,2,0,-96,77
Dwight Powell,10/30/16,1,1,-235,7
J.J. Barea,10/30/16,4,1,138,214
Eric Gordon,10/30/16,4,0,122,218
Dwight Powell,10/30/16,2,0,76,198
Raymond Felton,10/30/16,4,0,27,36
Wesley Matthews,10/30/16,3,0,-1,272
Wesley Matthews,10/30/16,4,0,84,252
Raymond Felton,10/30/16,4,0,128,213
Deron Williams,10/30/16,3,0,-1,269
Wesley Matthews,10/30/16,1,0,-174,56
Wesley Matthews,10/30/16,4,0,35,110
Deron Williams,10/30/16,1,0,73,239
Dwight Powell,10/30/16,4,0,-60,7
Wesley Matthews,10/30/16,3,0,232,115
J.J. Barea,10/30/16,2,1,199,178
Eric Gordon,10/30/16,4,0,241,36
J.J. Barea,10/30/16,4,1,-214,156
Eric Gordon,10/30/16,4,0,25,272
Eric Gordon,10/30/16,3,0,218,136
Wesley Matthews,10/30/16,2,0,155,223
Eric Gordon,10/30/16,1,1,-84,242
Wesley Matthews,10/30/16,2,1,42,100
Wesley Matthews,10/30/16,3,0,-186,190
Dwight Powell,10/30/16,2,1,33,164
Deron Williams,10/30/16,1,1,15,269
Eric Gordon,10/30/16,2,0,-18,5
Eric Gordon,10/30/16,2,1,-10,-6
Wesley Matthews,10/30/16,3,0,-27,11
Deron Williams,10/30/16,1,0,-1,26
Zaza Pachulia,10/30/16,1,0,0,26
Zaza Pachulia,10/30/16,3,0,-1,16
Raymond Felton,10/30/16,2,0,-20,16
Wesley Matthews,10/30/16,4,1,4,2
Wesley Matthews,10/30/16,2,1,-29,21
Wesley Matthews,10/30/16,4,1,0,16
Wesley Matthews,10/30/16,3,1,-61,115
Raymond Felton,10/30/16,4,1,-99,75
Wesley Matthews,10/30/16,3,1,6,257
Raymond Felton,10/30/16,3,1,28,174
Wesley Matthews,10/30/16,3,1,-130,144
Zaza Pachulia,10/30/16,1,0,-19,7
Zaza Pachulia,10/30/16,1,0,23,4
Deron Williams,10/30/16,1,1,99,33
Wesley Matthews,10/30/16,3,0,17,278
J.J. Barea,10/30/16,4,0,-32,80
Jonas Valanciunas,10/31/16,1,1,0,1
Jonas Valanciunas,10/31/16,3,1,-27,-6
Jonas Valanciunas,10/31/16,3,1,0,1
DeMar DeRozan,10/31/16,4,1,2,26
DeMarre Carroll,10/31/16,1,1,-47,16
DeMar DeRozan,10/31/16,4,0,38,13
Jeremy Lin,10/31/16,1,1,69,100
DeMar DeRozan,10/31/16,1,0,-1,357
Cory Joseph,10/31/16,4,0,25,56
DeMar DeRozan,10/31/16,1,1,17,33
Jeremy Lin,10/31/16,1,1,-17,52
Kyle Lowry,10/31/16,4,0,-7,16
Patrick Patterson,10/31/16,3,0,55,41
Kyle Lowry,10/31/16,4,1,30,16
Jonas Valanciunas,10/31/16,1,1,20,2
Kyle Lowry,10/31/16,4,1,38,2
Jeremy Lin,10/31/16,1,1,33,11
Raymond Felton,10/31/16,2,0,-19,2
Kyle Lowry,10/31/16,4,1,37,11
Kyle Lowry,10/31/16,4,1,-14,18
Cory Joseph,10/31/16,2,1,27,2
DeMar DeRozan,10/31/16,4,1,19,8
Cory Joseph,10/31/16,2,0,61,75
Kyle Lowry,10/31/16,4,0,-160,82
Jonas Valanciunas,10/31/16,1,0,-129,11
DeMar DeRozan,10/31/16,3,1,9,154
Kyle Lowry,10/31/16,1,0,-129,141
Jonas Valanciunas,10/31/16,3,1,45,7
Patrick Patterson,10/31/16,3,1,17,33
DeMar DeRozan,10/31/16,3,1,37,8
Luis Scola,10/31/16,1,0,14,244
Raymond Felton,10/31/16,4,1,171,183
Kyle Lowry,10/31/16,3,0,-106,232
DeMarre Carroll,10/31/16,2,0,-238,46
DeMarre Carroll,10/31/16,2,1,-233,36
Kyle Lowry,10/31/16,2,0,-169,213
Kyle Lowry,10/31/16,3,1,17,205
Jonas Valanciunas,10/31/16,1,0,-148,8
Jonas Valanciunas,10/31/16,1,1,-7,208
Kyle Lowry,10/31/16,4,0,-89,33
Patrick Patterson,10/31/16,4,0,-202,149
Jeremy Lin,10/31/16,2,0,-9,41
DeMarre Carroll,10/31/16,1,1,-194,160
Luis Scola,10/31/16,2,0,-2,52
Cory Joseph,10/31/16,2,0,197,169
DeMar DeRozan,10/31/16,1,1,0,65
Jeremy Lin,10/31/16,1,1,-138,200
DeMarre Carroll,10/31/16,3,0,-186,193
Jeremy Lin,10/31/16,2,0,63,239
Jonas Valanciunas,10/31/16,2,0,30,111
Kyle Lowry,10/31/16,4,0,128,223
DeMar DeRozan,10/31/16,3,0,-151,-5
Jeremy Lin,10/31/16,3,0,0,-5
Jeremy Lin,10/31/16,3,0,24,8
Luis Scola,10/31/16,3,0,24,2
DeMar DeRozan,10/31/16,2,0,8,-1
Jeremy Lin,10/31/16,2,1,17,7
Jonas Valanciunas,10/31/16,1,0,27,7
Luis Scola,10/31/16,3,1,30,8
DeMar DeRozan,10/31/16,1,1,9,180
DeMar DeRozan,10/31/16,1,0,-117,149
DeMar DeRozan,10/31/16,1,0,127,2
DeMar DeRozan,10/31/16,2,1,9,106
DeMar DeRozan,10/31/16,2,0,-53,31
DeMar DeRozan,10/31/16,3,1,28,97
Kyle Lowry,10/31/16,4,0,159,242
Jeremy Lin,10/31/16,1,1,138,2
Cory Joseph,10/31/16,2,1,2,101
DeMar DeRozan,10/31/16,3,0,-112,16
DeMar DeRozan,10/31/16,4,0,-112,120
DeMar DeRozan,10/31/16,1,1,-43,105
DeMar DeRozan,10/31/16,1,1,146,100
Kyle Lowry,10/31/16,2,0,37,178
Jonas Valanciunas,10/31/16,3,0,171,2
DeMarre Carroll,10/31/16,1,0,50,111
Kyle Lowry,10/31/16,2,1,-1,85
DeMar DeRozan,10/31/16,1,1,12,110
Cory Joseph,10/31/16,1,0,-102,180
Kyle Lowry,10/31/16,3,1,177,190
DeMarre Carroll,10/31/16,1,1,15,-1
Kyle Lowry,10/31/16,1,1,2,-10
Kyle Lowry,10/31/16,1,1,9,31
DeMarre Carroll,10/31/16,3,0,-168,178
Kyle Lowry,10/31/16,4,1,-120,75
Cory Joseph,10/31/16,2,0,1,169
Kyle Lowry,10/31/16,3,0,-176,110
Raymond Felton,10/31/16,3,0,53,154
Patrick Patterson,10/31/16,3,0,1,1
Luis Scola,10/31/16,3,1,0,16
Jonas Valanciunas,10/31/16,4,0,17,3
Cory Joseph,10/31/16,2,1,6,47
DeMar DeRozan,10/31/16,3,1,-66,111
DeMar DeRozan,10/31/16,3,0,-38,105
Anthony Davis,11/1/16,2,0,-7,21
Anthony Davis,11/1/16,2,1,0,1
Zaza Pachulia,11/1/16,3,1,15,2
Eric Gordon,11/1/16,3,0,24,7
Dante Cunningham,11/1/16,1,0,0,1
Omer Asik,11/1/16,3,1,0,1
Anthony Davis,11/1/16,4,1,0,46
Eric Gordon,11/1/16,1,1,2,70
Eric Gordon,11/1/16,4,1,96,223
Anthony Davis,11/1/16,4,1,-38,8
Dante Cunningham,11/1/16,4,0,187,178
Anthony Davis,11/1/16,4,0,-91,75
Anthony Davis,11/1/16,3,1,-135,21
Eric Gordon,11/1/16,4,0,232,105
Eric Gordon,11/1/16,2,0,135,213
Anthony Davis,11/1/16,1,0,242,49
Anthony Davis,11/1/16,4,0,9,56
Anthony Davis,11/1/16,2,0,56,154
Anthony Davis,11/1/16,2,0,-27,56
Zaza Pachulia,11/1/16,3,0,-63,190
Anthony Davis,11/1/16,1,0,-138,120
Eric Gordon,11/1/16,4,1,158,200
Dante Cunningham,11/1/16,2,0,-148,213
Anthony Davis,11/1/16,3,1,-84,7
Eric Gordon,11/1/16,4,0,-148,234
Dante Cunningham,11/1/16,2,0,92,75
Dante Cunningham,11/1/16,1,1,236,21
Anthony Davis,11/1/16,3,0,132,223
Eric Gordon,11/1/16,4,1,50,252
Anthony Davis,11/1/16,3,1,-78,144
Anthony Davis,11/1/16,4,0,151,195
Eric Gordon,11/1/16,3,0,145,205
Anthony Davis,11/1/16,3,0,148,75
Eric Gordon,11/1/16,1,0,-181,183
Dante Cunningham,11/1/16,1,0,-6,77
Anthony Davis,11/1/16,1,0,-179,67
Eric Gordon,11/1/16,4,1,140,205
Dante Cunningham,11/1/16,4,0,220,110
Anthony Davis,11/1/16,1,1,15,11
Omer Asik,11/1/16,3,0,15,3
Dante Cunningham,11/1/16,1,0,-2,13
Anthony Davis,11/1/16,1,0,19,8
Anthony Davis,11/1/16,1,1,-20,3
Anthony Davis,11/1/16,3,1,-19,3
Zaza Pachulia,11/1/16,1,1,14,2
Dante Cunningham,11/1/16,3,0,-9,8
Eric Gordon,11/1/16,2,0,30,56
Eric Gordon,11/1/16,2,1,130,115
Omer Asik,11/1/16,1,0,9,11
Jonas Valanciunas,11/2/16,3,1,0,1
Dwight Powell,11/2/16,3,1,0,1
Cody Zeller,11/2/16,3,1,0,1
Raymond Felton,11/2/16,2,1,-4,2
Kemba Walker,11/2/16,3,1,-7,2
Anthony Davis,11/2/16,3,1,15,0
Dwight Powell,11/2/16,3,1,20,2
Jeremy Lin,11/2/16,1,1,0,2
Patrick Patterson,11/2/16,1,1,94,36
DeMar DeRozan,11/2/16,1,1,0,1
Luis Scola,11/2/16,1,1,-6,-16
Raymond Felton,11/2/16,2,0,4,31
Kyle Lowry,11/2/16,1,1,15,-11
Anthony Davis,11/2/16,4,0,-89,23
Cory Joseph,11/2/16,1,1,40,43
Deron Williams,11/2/16,1,0,-174,3
Anthony Davis,11/2/16,1,0,-38,65
Anthony Davis,11/2/16,1,1,-12,57
Kyle Lowry,11/2/16,3,1,-25,41
Deron Williams,11/2/16,3,0,46,11
Deron Williams,11/2/16,3,0,12,3
J.J. Barea,11/2/16,2,0,20,26
Eric Gordon,11/2/16,2,1,-12,2
Kemba Walker,11/2/16,1,1,1,2
Jeremy Lin,11/2/16,2,1,6,-1
Dwight Powell,11/2/16,4,1,17,3
Dirk Nowitzki,11/2/16,2,1,-19,7
Raymond Felton,11/2/16,2,1,19,21
Dirk Nowitzki,11/2/16,1,1,-19,-1
Dwight Powell,11/2/16,4,0,-1,18
Cody Zeller,11/2/16,1,1,4,3
Jeremy Lin,11/2/16,1,1,-7,-24
Deron Williams,11/2/16,2,1,20,2
Omer Asik,11/2/16,5,0,0,1
Eric Gordon,11/2/16,4,0,60,65
DeMar DeRozan,11/2/16,4,1,123,139
Nicolas Batum,11/2/16,1,0,-70,56
Nicolas Batum,11/2/16,3,1,61,101
DeMar DeRozan,11/2/16,3,1,102,188
Wesley Matthews,11/2/16,3,0,78,2
Kyle Lowry,11/2/16,3,1,189,3
Cory Joseph,11/2/16,1,1,-117,80
DeMar DeRozan,11/2/16,1,1,-12,110
Dirk Nowitzki,11/2/16,2,1,10,8
DeMar DeRozan,11/2/16,3,1,-9,41
Cody Zeller,11/2/16,3,1,37,47
Wesley Matthews,11/2/16,2,1,-1,28
J.J. Barea,11/2/16,4,1,32,26
Frank Kaminsky,11/2/16,3,0,-1,75
Cody Zeller,11/2/16,4,1,-34,92
Kemba Walker,11/2/16,4,1,-2,95
Cody Zeller,11/2/16,3,1,9,80
Frank Kaminsky,11/2/16,4,1,24,62
Deron Williams,11/2/16,3,1,123,46
Patrick Patterson,11/2/16,2,1,-99,247
Nicolas Batum,11/2/16,3,1,-101,237
Kyle Lowry,11/2/16,3,1,2,272
DeMar DeRozan,11/2/16,3,1,81,183
Kyle Lowry,11/2/16,3,0,-16,26
Kemba Walker,11/2/16,4,0,-89,154
Jeremy Lin,11/2/16,2,0,104,223
Jonas Valanciunas,11/2/16,3,0,14,178
Kyle Lowry,11/2/16,1,0,-19,80
DeMarre Carroll,11/2/16,1,1,182,188
Marvin Williams,11/2/16,1,0,2,257
Nicolas Batum,11/2/16,3,1,161,198
Nicolas Batum,11/2/16,4,0,-228,31
Eric Gordon,11/2/16,3,1,-14,277
Kyle Lowry,11/2/16,4,0,155,242
Frank Kaminsky,11/2/16,2,0,-95,261
Anthony Davis,11/2/16,1,0,127,70
DeMar DeRozan,11/2/16,1,0,-101,164
DeMarre Carroll,11/2/16,1,0,151,208
DeMar DeRozan,11/2/16,3,0,38,16
Nicolas Batum,11/2/16,2,1,120,229
Cory Joseph,11/2/16,2,0,-125,242
DeMar DeRozan,11/2/16,4,0,78,169
DeMar DeRozan,11/2/16,4,0,-138,95
Anthony Davis,11/2/16,4,0,6,144
Jeremy Lin,11/2/16,1,1,71,21
Frank Kaminsky,11/2/16,4,0,-117,232
Nicolas Batum,11/2/16,4,0,-47,180
Anthony Davis,11/2/16,3,0,-115,165
Eric Gordon,11/2/16,4,1,132,229
Kemba Walker,11/2/16,3,1,227,31
Wesley Matthews,11/2/16,1,0,207,139
J.J. Barea,11/2/16,4,0,43,239
Dirk Nowitzki,11/2/16,4,0,0,242
Patrick Patterson,11/2/16,2,0,-219,139
J.J. Barea,11/2/16,1,0,-71,239
Dante Cunningham,11/2/16,1,0,238,77
Anthony Davis,11/2/16,3,0,-178,193
Marvin Williams,11/2/16,1,0,-34,7
Marvin Williams,11/2/16,1,1,92,237
Luis Scola,11/2/16,3,0,243,-6
Dante Cunningham,11/2/16,1,0,122,239
Nicolas Batum,11/2/16,2,0,150,198
DeMarre Carroll,11/2/16,2,0,-163,208
DeMar DeRozan,11/2/16,2,0,-32,52
Patrick Patterson,11/2/16,3,0,-133,223
Patrick Patterson,11/2/16,3,0,2,272
DeMar DeRozan,11/2/16,3,0,-71,262
Eric Gordon,11/2/16,2,0,153,208
Frank Kaminsky,11/2/16,4,1,-138,134
J.J. Barea,11/2/16,4,1,212,85
Frank Kaminsky,11/2/16,1,1,-83,252
Frank Kaminsky,11/2/16,3,1,-91,244
Frank Kaminsky,11/2/16,3,0,236,18
Frank Kaminsky,11/2/16,1,0,-115,237
J.J. Barea,11/2/16,3,0,-237,57
J.J. Barea,11/2/16,1,0,174,31
J.J. Barea,11/2/16,2,1,-155,188
Marvin Williams,11/2/16,4,0,176,183
Deron Williams,11/2/16,2,1,133,205
Nicolas Batum,11/2/16,2,0,192,154
Patrick Patterson,11/2/16,4,0,19,95
Kemba Walker,11/2/16,3,0,-79,232
Dirk Nowitzki,11/2/16,4,0,-43,239
Kemba Walker,11/2/16,1,0,-189,165
Dirk Nowitzki,11/2/16,2,0,1,242
Marvin Williams,11/2/16,2,0,-138,249
Kemba Walker,11/2/16,1,0,60,85
Marvin Williams,11/2/16,1,1,-219,115
Patrick Patterson,11/2/16,2,0,-107,232
Dirk Nowitzki,11/2/16,1,0,127,154
Raymond Felton,11/2/16,2,1,241,-11
Patrick Patterson,11/2/16,4,1,-107,77
Cody Zeller,11/2/16,1,0,78,146
Anthony Davis,11/2/16,4,0,-104,242
Kyle Lowry,11/2/16,2,0,176,200
Dwight Powell,11/2/16,4,0,-91,210
Dirk Nowitzki,11/2/16,1,0,-94,149
Dirk Nowitzki,11/2/16,1,0,-104,219
Dirk Nowitzki,11/2/16,3,0,107,120
DeMar DeRozan,11/2/16,2,0,-127,92
Kyle Lowry,11/2/16,2,0,-52,267
Nicolas Batum,11/2/16,3,1,-127,205
DeMar DeRozan,11/2/16,2,0,-140,38
DeMarre Carroll,11/2/16,3,1,-189,21
Patrick Patterson,11/2/16,2,1,-12,262
Eric Gordon,11/2/16,3,1,-125,228
DeMarre Carroll,11/2/16,1,0,-156,205
Marvin Williams,11/2/16,3,0,222,111
Anthony Davis,11/2/16,2,1,-215,141
Marvin Williams,11/2/16,2,0,42,244
Wesley Matthews,11/2/16,1,0,-228,23
Wesley Matthews,11/2/16,1,1,-179,185
Deron Williams,11/2/16,3,1,-168,183
Eric Gordon,11/2/16,2,1,158,208
Wesley Matthews,11/2/16,2,0,20,200
Deron Williams,11/2/16,1,0,-219,105
Dirk Nowitzki,11/2/16,2,0,9,239
Nicolas Batum,11/2/16,3,0,-222,72
Wesley Matthews,11/2/16,3,1,-205,134
Marvin Williams,11/2/16,2,0,22,101
DeMar DeRozan,11/2/16,3,1,-135,160
DeMarre Carroll,11/2/16,2,0,230,134
DeMar DeRozan,11/2/16,1,0,38,146
Kemba Walker,11/2/16,4,0,68,291
Eric Gordon,11/2/16,4,0,-228,31
Deron Williams,11/2/16,1,0,-227,77
Wesley Matthews,11/2/16,3,1,123,213
Marvin Williams,11/2/16,4,1,10,8
Dwight Powell,11/2/16,4,1,-22,13
Jonas Valanciunas,11/2/16,1,0,9,7
Frank Kaminsky,11/2/16,2,0,-27,3
Cody Zeller,11/2/16,2,0,-4,2
Marvin Williams,11/2/16,2,0,-9,2
DeMarre Carroll,11/2/16,1,0,20,16
Kyle Lowry,11/2/16,1,1,-14,-1
Cory Joseph,11/2/16,4,0,4,23
Dwight Powell,11/2/16,4,0,-17,18
Eric Gordon,11/2/16,2,1,4,8
Dirk Nowitzki,11/2/16,4,0,-20,3
Kyle Lowry,11/2/16,2,0,4,13
Nicolas Batum,11/2/16,3,1,6,-2
Anthony Davis,11/2/16,3,0,0,16
Kemba Walker,11/2/16,2,0,2,21
Eric Gordon,11/2/16,3,0,0,21
DeMar DeRozan,11/2/16,4,1,-120,183
Kemba Walker,11/2/16,4,1,115,218
Kyle Lowry,11/2/16,4,1,-55,257
Anthony Davis,11/2/16,1,0,6,149
DeMar DeRozan,11/2/16,4,1,146,247
Deron Williams,11/2/16,4,1,-4,169
Raymond Felton,11/2/16,1,0,84,174
DeMar DeRozan,11/2/16,1,1,133,72
DeMar DeRozan,11/2/16,2,1,-73,178
Kyle Lowry,11/2/16,4,1,1,277
DeMar DeRozan,11/2/16,3,1,105,134
Nicolas Batum,11/2/16,3,1,107,149
Nicolas Batum,11/2/16,3,0,153,193
DeMar DeRozan,11/2/16,3,1,-137,154
Frank Kaminsky,11/2/16,3,1,2,-1
Dwight Powell,11/2/16,3,1,0,1
Jonas Valanciunas,11/2/16,4,1,0,7
Frank Kaminsky,11/2/16,2,1,0,-1
Jonas Valanciunas,11/2/16,2,1,12,13
Marvin Williams,11/2/16,3,1,4,2
J.J. Barea,11/2/16,2,0,19,13
Kemba Walker,11/2/16,2,0,4,16
Jeremy Lin,11/2/16,2,0,-1,3
Kemba Walker,11/2/16,1,1,12,0
Kemba Walker,11/2/16,1,1,-109,165
Deron Williams,11/2/16,3,0,-220,115
Anthony Davis,11/2/16,5,0,-179,188
Eric Gordon,11/2/16,4,0,-201,159
Omer Asik,11/2/16,3,0,4,2
Dirk Nowitzki,11/2/16,4,1,-79,70
Dirk Nowitzki,11/2/16,4,0,6,139
Jonas Valanciunas,11/2/16,1,1,4,175
DeMar DeRozan,11/2/16,3,1,105,18
Wesley Matthews,11/2/16,3,0,-42,8
Nicolas Batum,11/2/16,1,0,-143,33
Zaza Pachulia,11/3/16,2,1,-11,16
Zaza Pachulia,11/3/16,3,1,1,11
Zaza Pachulia,11/3/16,1,1,-104,149
Zaza Pachulia,11/3/16,3,1,0,8
Nicolas Batum,11/4/16,3,1,0,1
Dirk Nowitzki,11/4/16,1,1,0,1
Nicolas Batum,11/4/16,1,1,19,18
Anthony Davis,11/4/16,1,1,-17,11
Wesley Matthews,11/4/16,4,0,-19,21
J.J. Barea,11/4/16,1,0,91,23
Kemba Walker,11/4/16,1,1,33,2
Luis Scola,11/4/16,4,1,24,7
Luis Scola,11/4/16,3,1,-11,3
DeMar DeRozan,11/4/16,3,1,-20,16
DeMar DeRozan,11/4/16,4,1,58,18
Kyle Lowry,11/4/16,3,0,15,26
Marvin Williams,11/4/16,1,0,9,23
Kemba Walker,11/4/16,2,1,-16,11
Kyle Lowry,11/4/16,2,0,20,21
Anthony Davis,11/4/16,1,1,-11,11
DeMar DeRozan,11/4/16,3,1,45,16
Raymond Felton,11/4/16,4,1,-25,13
Deron Williams,11/4/16,3,0,-17,11
Kemba Walker,11/4/16,1,0,-7,-1
Kyle Lowry,11/4/16,1,0,-35,16
DeMar DeRozan,11/4/16,1,1,24,21
Wesley Matthews,11/4/16,1,0,-30,-1
Cody Zeller,11/4/16,1,0,27,21
Kemba Walker,11/4/16,4,1,-6,2
DeMar DeRozan,11/4/16,1,0,-7,16
J.J. Barea,11/4/16,2,0,9,0
J.J. Barea,11/4/16,1,0,25,7
Deron Williams,11/4/16,4,0,14,-1
DeMar DeRozan,11/4/16,2,0,27,95
Deron Williams,11/4/16,3,0,-43,154
DeMar DeRozan,11/4/16,3,1,9,85
Jonas Valanciunas,11/4/16,4,1,53,16
Patrick Patterson,11/4/16,3,1,48,28
J.J. Barea,11/4/16,1,1,-34,82
Patrick Patterson,11/4/16,2,0,-7,244
Anthony Davis,11/4/16,2,1,-106,100
Anthony Davis,11/4/16,3,1,79,169
Kemba Walker,11/4/16,3,1,-230,97
Kyle Lowry,11/4/16,4,0,166,208
DeMar DeRozan,11/4/16,3,0,-89,195
Kemba Walker,11/4/16,4,0,9,257
J.J. Barea,11/4/16,2,1,82,232
Deron Williams,11/4/16,3,0,-34,247
DeMarre Carroll,11/4/16,2,0,-240,61
Frank Kaminsky,11/4/16,4,0,-179,174
Dirk Nowitzki,11/4/16,2,0,14,159
Anthony Davis,11/4/16,4,1,110,149
Wesley Matthews,11/4/16,1,0,-22,252
J.J. Barea,11/4/16,4,0,4,52
Nicolas Batum,11/4/16,1,0,114,244
Wesley Matthews,11/4/16,1,1,-166,185
J.J. Barea,11/4/16,2,1,-94,242
Nicolas Batum,11/4/16,2,1,-106,228
Patrick Patterson,11/4/16,4,0,171,198
Nicolas Batum,11/4/16,4,0,94,165
Marvin Williams,11/4/16,4,0,230,26
Dwight Powell,11/4/16,2,0,-160,105
Deron Williams,11/4/16,2,0,-1,47
DeMar DeRozan,11/4/16,2,0,159,85
Anthony Davis,11/4/16,4,0,68,95
Anthony Davis,11/4/16,3,0,-191,195
Marvin Williams,11/4/16,2,0,-225,95
Kemba Walker,11/4/16,3,0,128,214
Marvin Williams,11/4/16,1,0,123,208
Kemba Walker,11/4/16,2,0,84,237
Nicolas Batum,11/4/16,1,0,-99,219
J.J. Barea,11/4/16,2,0,-145,219
Deron Williams,11/4/16,2,0,-96,228
Dwight Powell,11/4/16,4,1,-130,136
Kyle Lowry,11/4/16,1,0,-60,252
Nicolas Batum,11/4/16,1,0,-143,26
J.J. Barea,11/4/16,3,0,-207,146
Kemba Walker,11/4/16,4,1,-183,159
Kemba Walker,11/4/16,3,0,45,237
Kyle Lowry,11/4/16,4,0,-58,262
Dirk Nowitzki,11/4/16,1,0,42,121
Deron Williams,11/4/16,3,0,-40,242
Raymond Felton,11/4/16,1,0,141,198
Marvin Williams,11/4/16,1,0,-156,121
Deron Williams,11/4/16,4,0,-122,213
Kemba Walker,11/4/16,1,1,-228,-19
Deron Williams,11/4/16,3,0,-52,234
Patrick Patterson,11/4/16,4,0,-196,164
DeMar DeRozan,11/4/16,2,1,-197,-10
Luis Scola,11/4/16,4,0,-230,-29
Dwight Powell,11/4/16,2,1,-97,164
Marvin Williams,11/4/16,3,0,-169,8
Marvin Williams,11/4/16,2,0,-233,-26
Frank Kaminsky,11/4/16,4,0,-140,214
Marvin Williams,11/4/16,4,1,-228,-19
Cory Joseph,11/4/16,2,0,-202,164
Kemba Walker,11/4/16,1,0,-225,-19
Frank Kaminsky,11/4/16,4,1,-12,262
DeMar DeRozan,11/4/16,3,0,-238,8
Kyle Lowry,11/4/16,3,0,138,232
J.J. Barea,11/4/16,4,0,-97,219
Deron Williams,11/4/16,1,1,-89,229
Cody Zeller,11/4/16,4,0,6,210
Nicolas Batum,11/4/16,1,1,-9,244
Frank Kaminsky,11/4/16,3,1,-227,-26
Marvin Williams,11/4/16,3,1,-228,-11
Nicolas Batum,11/4/16,3,0,-176,178
Patrick Patterson,11/4/16,4,0,64,244
Anthony Davis,11/4/16,3,0,30,195
Patrick Patterson,11/4/16,2,0,-183,21
Deron Williams,11/4/16,1,0,-220,115
Kyle Lowry,11/4/16,1,0,56,252
Kyle Lowry,11/4/16,3,1,-96,237
Marvin Williams,11/4/16,3,0,243,-21
Omer Asik,11/4/16,2,0,51,-1
Marvin Williams,11/4/16,1,0,227,-26
DeMar DeRozan,11/4/16,4,0,-125,237
Frank Kaminsky,11/4/16,3,1,24,-1
Cody Zeller,11/4/16,4,0,-14,18
Anthony Davis,11/4/16,5,1,-17,2
Cody Zeller,11/4/16,3,0,28,-1
Kemba Walker,11/4/16,1,0,27,-1
Patrick Patterson,11/4/16,2,0,17,3
Omer Asik,11/4/16,1,0,9,21
Cody Zeller,11/4/16,3,1,19,-1
J.J. Barea,11/4/16,3,1,146,203
DeMar DeRozan,11/4/16,3,0,133,121
J.J. Barea,11/4/16,4,0,132,110
DeMar DeRozan,11/4/16,1,0,-9,203
Kemba Walker,11/4/16,1,1,9,82
DeMar DeRozan,11/4/16,2,0,-11,214
Kemba Walker,11/4/16,3,0,-101,160
J.J. Barea,11/4/16,2,1,94,228
J.J. Barea,11/4/16,1,1,107,218
DeMar DeRozan,11/4/16,2,0,-78,190
DeMar DeRozan,11/4/16,3,0,92,165
Anthony Davis,11/4/16,2,1,-91,164
DeMar DeRozan,11/4/16,1,1,-40,115
DeMar DeRozan,11/4/16,4,1,-76,195
Raymond Felton,11/4/16,4,0,-145,164
Cory Joseph,11/4/16,2,1,-1,178
DeMar DeRozan,11/4/16,1,1,27,120
Raymond Felton,11/4/16,4,0,102,164
Kemba Walker,11/4/16,2,1,-151,-10
DeMar DeRozan,11/4/16,3,1,55,134
Cory Joseph,11/4/16,3,0,-96,156
Nicolas Batum,11/4/16,2,0,132,120
DeMar DeRozan,11/4/16,4,0,-109,136
