name,game_date,period,toulan_cengong,x,y
Wesley Matthews,12/21/16,1,1,9,0
Deron Williams,12/21/16,2,1,35,2
Wesley Matthews,12/21/16,2,0,19,7
Eric Gordon,12/21/16,2,0,-20,11
Eric Gordon,12/21/16,4,0,-4,2
Anthony Davis,12/21/16,3,1,0,1
Anthony Davis,12/21/16,3,1,0,1
Wesley Matthews,12/21/16,4,1,-114,2
Dwight Powell,12/21/16,4,0,12,2
Anthony Davis,12/21/16,4,0,133,21
Wesley Matthews,12/21/16,1,0,-168,183
Deron Williams,12/21/16,1,1,2,224
Eric Gordon,12/21/16,4,0,-11,282
Deron Williams,12/21/16,4,0,228,41
Wesley Matthews,12/21/16,4,0,-222,121
Deron Williams,12/21/16,1,0,166,154
Anthony Davis,12/21/16,1,0,110,224
Anthony Davis,12/21/16,1,0,-58,21
Anthony Davis,12/21/16,1,0,9,65
Wesley Matthews,12/21/16,1,0,-70,232
Deron Williams,12/21/16,1,1,135,200
Chandler Parsons,12/21/16,2,0,-119,77
Eric Gordon,12/21/16,2,0,86,242
Eric Gordon,12/21/16,2,0,192,169
Eric Gordon,12/21/16,2,1,225,129
Anthony Davis,12/21/16,2,0,109,23
Anthony Davis,12/21/16,2,1,50,193
Dante Cunningham,12/21/16,2,0,-122,232
Eric Gordon,12/21/16,1,0,81,257
Eric Gordon,12/21/16,1,0,-163,218
Eric Gordon,12/21/16,1,0,-215,121
Anthony Davis,12/21/16,3,0,-217,36
Eric Gordon,12/21/16,2,1,148,232
Anthony Davis,12/21/16,4,1,138,213
Anthony Davis,12/21/16,4,0,10,82
Anthony Davis,12/21/16,4,1,63,57
Deron Williams,12/21/16,3,0,187,385
Deron Williams,12/21/16,4,0,-204,190
Anthony Davis,12/21/16,3,1,-32,3
Deron Williams,12/21/16,2,0,10,259
Anthony Davis,12/21/16,1,0,-153,13
Eric Gordon,12/21/16,2,1,213,136
Wesley Matthews,12/21/16,3,0,20,244
Eric Gordon,12/21/16,4,1,-20,283
Anthony Davis,12/21/16,1,1,-178,16
Anthony Davis,12/21/16,1,0,109,144
Wesley Matthews,12/21/16,2,0,-115,232
Anthony Davis,12/21/16,1,1,97,149
Anthony Davis,12/21/16,4,0,-102,21
Chandler Parsons,12/21/16,3,0,187,175
Dwight Powell,12/21/16,1,1,2,-1
Chandler Parsons,12/21/16,1,0,-7,8
Anthony Davis,12/21/16,1,0,-25,3
Anthony Davis,12/21/16,3,1,-14,7
Omer Asik,12/21/16,2,0,-20,9
Chandler Parsons,12/21/16,2,1,-7,2
Anthony Davis,12/21/16,4,0,-19,7
Eric Gordon,12/21/16,3,1,42,198
Eric Gordon,12/21/16,3,0,89,139
Deron Williams,12/21/16,1,1,-30,242
Eric Gordon,12/21/16,2,1,-207,154
Deron Williams,12/21/16,2,1,-97,159
Deron Williams,12/21/16,3,1,-9,208
Wesley Matthews,12/21/16,3,1,46,154
Deron Williams,12/21/16,2,0,-119,164
Wesley Matthews,12/21/16,3,0,164,180
Deron Williams,12/21/16,4,1,-2,159
Deron Williams,12/21/16,4,0,122,214
Deron Williams,12/21/16,2,1,-25,198
Wesley Matthews,12/21/16,1,1,-223,7
Eric Gordon,12/21/16,4,1,148,208
Wesley Matthews,12/21/16,4,1,-2,-1
Eric Gordon,12/21/16,4,1,-210,146
Wesley Matthews,12/21/16,3,1,-106,146
Deron Williams,12/21/16,4,1,-42,144
Wesley Matthews,12/21/16,3,0,-7,149
Wesley Matthews,12/21/16,4,0,-112,33
Anthony Davis,12/21/16,4,1,20,80
Anthony Davis,12/21/16,1,1,56,87
Zaza Pachulia,12/22/16,2,1,9,8
Zaza Pachulia,12/22/16,3,1,17,-1
Zaza Pachulia,12/22/16,2,1,20,-1
Luis Scola,12/22/16,4,1,109,-1
Jeremy Lin,12/22/16,1,0,-25,7
Raymond Felton,12/22/16,2,1,-16,0
Raymond Felton,12/22/16,2,1,-11,-1
Raymond Felton,12/22/16,4,1,24,-1
Raymond Felton,12/22/16,4,1,-4,13
Raymond Felton,12/22/16,4,1,0,21
Jeremy Lin,12/22/16,2,0,20,-1
Raymond Felton,12/22/16,3,0,-225,16
Jeremy Lin,12/22/16,1,1,55,242
Jeremy Lin,12/22/16,4,0,164,178
Jeremy Lin,12/22/16,2,0,-178,169
Jeremy Lin,12/22/16,4,1,-38,193
Jeremy Lin,12/22/16,2,0,92,228
Zaza Pachulia,12/22/16,3,1,4,100
Jeremy Lin,12/22/16,3,1,15,252
Jeremy Lin,12/22/16,4,1,-4,85
Jeremy Lin,12/22/16,3,0,-34,249
Zaza Pachulia,12/22/16,1,0,10,11
Zaza Pachulia,12/22/16,1,1,9,7
Raymond Felton,12/22/16,4,0,20,-6
Raymond Felton,12/22/16,3,1,173,56
Raymond Felton,12/22/16,3,0,125,131
Jeremy Lin,12/22/16,4,0,133,134
Zaza Pachulia,12/22/16,2,0,20,4
Zaza Pachulia,12/22/16,2,1,-27,-6
Jeremy Lin,12/22/16,1,0,145,203
Zaza Pachulia,12/22/16,2,0,1,9
Dwight Powell,12/23/16,3,1,0,1
Jeremy Lamb,12/23/16,1,1,-17,2
Dwight Powell,12/23/16,4,1,0,1
Eric Gordon,12/23/16,3,0,14,2
Chandler Parsons,12/23/16,3,0,10,-1
Cody Zeller,12/23/16,3,1,-12,2
Wesley Matthews,12/23/16,4,1,22,2
Eric Gordon,12/23/16,4,1,9,-5
Eric Gordon,12/23/16,2,1,4,7
Cory Joseph,12/23/16,3,0,-42,111
Kyle Lowry,12/23/16,4,1,24,36
Deron Williams,12/23/16,4,1,4,72
DeMar DeRozan,12/23/16,1,1,-32,61
DeMar DeRozan,12/23/16,4,1,-35,70
DeMar DeRozan,12/23/16,2,0,-29,129
DeMar DeRozan,12/23/16,2,1,-94,105
DeMar DeRozan,12/23/16,1,0,46,31
Kyle Lowry,12/23/16,4,1,10,57
Cory Joseph,12/23/16,2,1,24,-1
Jeremy Lin,12/23/16,1,0,2,16
Luis Scola,12/23/16,3,0,-2,11
Jeremy Lin,12/23/16,2,1,10,0
Kemba Walker,12/23/16,3,0,25,2
Jeremy Lin,12/23/16,1,1,-2,2
Kyle Lowry,12/23/16,2,1,22,3
Wesley Matthews,12/23/16,4,1,-6,0
Kemba Walker,12/23/16,4,1,14,2
Deron Williams,12/23/16,4,0,19,7
Deron Williams,12/23/16,1,1,20,3
Raymond Felton,12/23/16,1,1,25,2
Raymond Felton,12/23/16,3,1,-17,2
Kyle Lowry,12/23/16,4,1,9,2
DeMarre Carroll,12/23/16,3,0,32,2
Kemba Walker,12/23/16,4,1,10,-6
Cody Zeller,12/23/16,3,1,0,1
Cody Zeller,12/23/16,1,0,0,1
Anthony Davis,12/23/16,1,1,0,1
Anthony Davis,12/23/16,1,1,0,1
Cody Zeller,12/23/16,2,1,0,1
Raymond Felton,12/23/16,1,0,96,92
Raymond Felton,12/23/16,2,0,55,38
Chandler Parsons,12/23/16,3,0,-34,100
Chandler Parsons,12/23/16,2,0,60,116
Cory Joseph,12/23/16,2,0,-74,115
Cory Joseph,12/23/16,2,0,-66,101
Frank Kaminsky,12/23/16,3,1,-12,92
Frank Kaminsky,12/23/16,4,0,4,65
Cody Zeller,12/23/16,1,0,22,61
Cody Zeller,12/23/16,1,1,9,82
Kemba Walker,12/23/16,3,0,15,70
DeMar DeRozan,12/23/16,3,0,-52,149
Cody Zeller,12/23/16,1,0,15,41
Nicolas Batum,12/23/16,3,0,64,51
Dirk Nowitzki,12/23/16,2,0,-14,11
Deron Williams,12/23/16,3,0,0,350
Nicolas Batum,12/23/16,4,0,-158,21
DeMar DeRozan,12/23/16,4,0,-68,141
Kyle Lowry,12/23/16,4,1,-196,200
DeMar DeRozan,12/23/16,4,0,-230,26
Jeremy Lin,12/23/16,2,0,104,149
Jeremy Lin,12/23/16,2,0,96,237
Deron Williams,12/23/16,4,0,51,242
Frank Kaminsky,12/23/16,2,0,-60,247
Kemba Walker,12/23/16,1,1,-43,252
Frank Kaminsky,12/23/16,1,0,-83,16
Frank Kaminsky,12/23/16,1,0,161,13
Kemba Walker,12/23/16,2,0,163,82
Frank Kaminsky,12/23/16,4,0,225,85
Frank Kaminsky,12/23/16,3,0,-27,262
Frank Kaminsky,12/23/16,3,1,-228,21
Dirk Nowitzki,12/23/16,1,1,-12,203
Dirk Nowitzki,12/23/16,2,1,10,139
Dirk Nowitzki,12/23/16,1,0,12,247
Wesley Matthews,12/23/16,3,0,-189,159
Wesley Matthews,12/23/16,4,0,155,195
Nicolas Batum,12/23/16,3,1,64,169
Chandler Parsons,12/23/16,2,0,128,134
Chandler Parsons,12/23/16,1,0,-61,244
Dwight Powell,12/23/16,2,0,45,183
Eric Gordon,12/23/16,2,0,143,213
Eric Gordon,12/23/16,2,0,-120,228
Eric Gordon,12/23/16,2,1,102,234
Eric Gordon,12/23/16,2,0,177,174
Wesley Matthews,12/23/16,3,0,-235,46
Wesley Matthews,12/23/16,3,0,91,247
Wesley Matthews,12/23/16,3,0,-232,31
Eric Gordon,12/23/16,2,0,-151,214
Wesley Matthews,12/23/16,4,0,207,95
Eric Gordon,12/23/16,2,0,-150,208
Deron Williams,12/23/16,2,0,-71,208
Deron Williams,12/23/16,1,1,25,247
Deron Williams,12/23/16,4,0,2,183
Deron Williams,12/23/16,3,0,-43,26
Deron Williams,12/23/16,1,0,-201,139
Deron Williams,12/23/16,2,0,-148,41
Deron Williams,12/23/16,3,0,114,61
Eric Gordon,12/23/16,1,0,158,203
Deron Williams,12/23/16,1,0,97,100
Deron Williams,12/23/16,4,1,238,47
Raymond Felton,12/23/16,1,0,-27,188
Raymond Felton,12/23/16,3,0,114,228
Eric Gordon,12/23/16,4,0,153,214
Eric Gordon,12/23/16,4,1,232,-16
Eric Gordon,12/23/16,2,1,-237,7
Eric Gordon,12/23/16,2,0,-173,183
Eric Gordon,12/23/16,3,0,158,205
Raymond Felton,12/23/16,2,1,132,218
Raymond Felton,12/23/16,4,0,-169,188
Raymond Felton,12/23/16,2,0,68,51
Dirk Nowitzki,12/23/16,2,1,-55,242
Dirk Nowitzki,12/23/16,2,1,68,239
Dirk Nowitzki,12/23/16,1,0,-1,198
Dirk Nowitzki,12/23/16,1,1,-2,208
Nicolas Batum,12/23/16,2,1,200,136
Nicolas Batum,12/23/16,3,0,-7,87
Nicolas Batum,12/23/16,2,0,210,131
Nicolas Batum,12/23/16,1,0,-94,223
Nicolas Batum,12/23/16,3,0,-120,218
Cory Joseph,12/23/16,3,0,-233,2
Nicolas Batum,12/23/16,2,1,110,92
Patrick Patterson,12/23/16,4,0,-171,174
Patrick Patterson,12/23/16,1,1,140,198
Nicolas Batum,12/23/16,2,1,99,159
Nicolas Batum,12/23/16,1,1,187,77
DeMar DeRozan,12/23/16,3,0,-88,120
DeMar DeRozan,12/23/16,1,0,122,82
Nicolas Batum,12/23/16,4,0,210,38
DeMar DeRozan,12/23/16,1,0,-168,18
Nicolas Batum,12/23/16,4,0,-97,229
DeMar DeRozan,12/23/16,3,0,27,120
DeMar DeRozan,12/23/16,3,0,155,7
DeMar DeRozan,12/23/16,3,0,96,70
DeMarre Carroll,12/23/16,1,0,-56,234
Nicolas Batum,12/23/16,3,1,-153,149
DeMarre Carroll,12/23/16,4,0,-212,129
DeMarre Carroll,12/23/16,2,0,233,92
Kyle Lowry,12/23/16,2,1,-2,242
Kyle Lowry,12/23/16,2,1,86,242
Kyle Lowry,12/23/16,4,0,177,164
Kyle Lowry,12/23/16,2,0,128,237
Kyle Lowry,12/23/16,3,1,-117,228
Marvin Williams,12/23/16,1,0,20,254
Marvin Williams,12/23/16,4,0,-20,26
Marvin Williams,12/23/16,3,1,27,247
Marvin Williams,12/23/16,2,0,240,11
Jeremy Lin,12/23/16,1,0,-102,41
Jeremy Lin,12/23/16,2,1,123,21
Jeremy Lin,12/23/16,2,0,-12,278
Dante Cunningham,12/23/16,2,1,-241,21
Dante Cunningham,12/23/16,2,0,33,38
Dante Cunningham,12/23/16,2,0,33,23
Dante Cunningham,12/23/16,1,0,-243,-10
Dante Cunningham,12/23/16,1,0,-187,188
Luis Scola,12/23/16,1,0,-16,224
Luis Scola,12/23/16,4,1,-238,51
Anthony Davis,12/23/16,2,0,-1,46
Anthony Davis,12/23/16,3,1,158,195
Anthony Davis,12/23/16,3,1,-48,252
Anthony Davis,12/23/16,2,0,51,154
Anthony Davis,12/23/16,1,0,-137,164
Anthony Davis,12/23/16,1,0,101,134
Anthony Davis,12/23/16,4,1,-99,149
Anthony Davis,12/23/16,4,0,-156,193
Kemba Walker,12/23/16,3,0,-7,56
Jeremy Lamb,12/23/16,4,0,66,80
Jeremy Lamb,12/23/16,4,0,6,264
Jeremy Lamb,12/23/16,1,0,-124,213
Jeremy Lamb,12/23/16,1,0,92,62
Kemba Walker,12/23/16,4,1,-222,105
Kemba Walker,12/23/16,4,0,-38,170
Kemba Walker,12/23/16,3,1,-187,8
Kemba Walker,12/23/16,4,0,-114,232
Chandler Parsons,12/23/16,3,1,-11,-1
Jonas Valanciunas,12/23/16,2,1,19,7
Jonas Valanciunas,12/23/16,2,1,-14,11
Jonas Valanciunas,12/23/16,4,1,9,3
Cory Joseph,12/23/16,3,0,-17,-1
Marvin Williams,12/23/16,3,1,-1,21
Marvin Williams,12/23/16,3,0,-29,3
Zaza Pachulia,12/23/16,1,1,-11,0
Zaza Pachulia,12/23/16,3,1,-2,-1
Anthony Davis,12/23/16,3,1,-1,7
Anthony Davis,12/23/16,3,1,4,16
Anthony Davis,12/23/16,4,0,5,14
Anthony Davis,12/23/16,4,1,12,13
Kemba Walker,12/23/16,2,0,15,3
Cody Zeller,12/23/16,4,0,-12,21
Anthony Davis,12/23/16,3,1,9,21
Frank Kaminsky,12/23/16,1,1,-9,2
Frank Kaminsky,12/23/16,1,0,-1,21
Cody Zeller,12/23/16,3,1,-1,3
Kemba Walker,12/23/16,3,0,12,2
Kemba Walker,12/23/16,1,0,-7,7
Kemba Walker,12/23/16,2,0,12,16
Wesley Matthews,12/23/16,3,0,28,3
Deron Williams,12/23/16,3,0,-22,2
Dirk Nowitzki,12/23/16,2,1,-7,2
Dante Cunningham,12/23/16,4,0,10,26
DeMar DeRozan,12/23/16,2,1,-12,21
Kyle Lowry,12/23/16,2,1,20,7
Kyle Lowry,12/23/16,4,1,14,2
Dante Cunningham,12/23/16,2,0,-17,18
Dante Cunningham,12/23/16,2,1,14,31
Cory Joseph,12/23/16,3,0,92,175
Cory Joseph,12/23/16,1,1,-73,149
Jeremy Lin,12/23/16,3,1,115,100
Wesley Matthews,12/23/16,3,1,-138,151
Kyle Lowry,12/23/16,1,0,73,239
Raymond Felton,12/23/16,1,0,137,126
DeMar DeRozan,12/23/16,1,1,63,198
DeMar DeRozan,12/23/16,1,1,38,144
DeMar DeRozan,12/23/16,1,1,-1,144
DeMar DeRozan,12/23/16,3,0,92,110
Kyle Lowry,12/23/16,2,0,112,237
Kyle Lowry,12/23/16,4,1,-71,56
Luis Scola,12/23/16,4,1,2,-1
Frank Kaminsky,12/23/16,4,1,-4,11
Dirk Nowitzki,12/23/16,2,1,9,11
Jeremy Lin,12/23/16,1,1,-6,16
Wesley Matthews,12/23/16,2,1,6,11
Eric Gordon,12/23/16,4,1,-122,224
Eric Gordon,12/23/16,2,0,-217,159
Eric Gordon,12/23/16,4,0,166,203
Eric Gordon,12/23/16,3,0,-140,213
DeMarre Carroll,12/23/16,4,1,19,2
Chandler Parsons,12/23/16,3,1,20,7
Marvin Williams,12/23/16,1,1,10,3
Anthony Davis,12/23/16,1,1,-27,10
Kemba Walker,12/23/16,2,1,15,-1
DeMar DeRozan,12/23/16,4,0,15,16
DeMar DeRozan,12/23/16,1,1,28,-6
Kyle Lowry,12/23/16,3,1,-29,7
DeMarre Carroll,12/23/16,3,0,-25,3
Kyle Lowry,12/23/16,2,0,25,-1
Jeremy Lamb,12/23/16,4,1,-142,164
Wesley Matthews,12/23/16,1,0,-55,139
Wesley Matthews,12/23/16,3,0,-166,190
Wesley Matthews,12/23/16,2,1,236,43
Wesley Matthews,12/23/16,3,1,-143,8
Wesley Matthews,12/23/16,4,0,238,90
Raymond Felton,12/23/16,3,0,-135,38
DeMar DeRozan,12/23/16,4,1,-101,21
Kyle Lowry,12/23/16,4,1,42,159
Kyle Lowry,12/23/16,4,1,-173,77
Nicolas Batum,12/23/16,2,1,-6,7
Luis Scola,12/23/16,3,1,-2,8
Anthony Davis,12/23/16,4,0,9,7
Dirk Nowitzki,12/23/16,2,0,-9,21
DeMar DeRozan,12/23/16,3,1,-163,11
DeMar DeRozan,12/23/16,3,0,38,105
Kyle Lowry,12/23/16,4,1,-156,65
Jonas Valanciunas,12/23/16,1,1,4,36
Frank Kaminsky,12/23/16,4,1,-6,56
Frank Kaminsky,12/23/16,2,0,-7,65
Jonas Valanciunas,12/23/16,1,1,-71,87
Frank Kaminsky,12/23/16,4,0,0,70
Deron Williams,12/23/16,2,1,9,115
Dirk Nowitzki,12/23/16,2,0,97,144
Raymond Felton,12/25/16,2,1,-26,28
Raymond Felton,12/25/16,1,1,36,104
Raymond Felton,12/25/16,1,0,16,90
Raymond Felton,12/25/16,2,0,-72,116
Raymond Felton,12/25/16,2,0,63,183
Raymond Felton,12/25/16,1,0,-214,158
Zaza Pachulia,12/25/16,1,1,-7,-11
Zaza Pachulia,12/25/16,2,0,-4,16
Raymond Felton,12/25/16,1,0,-13,11
Raymond Felton,12/25/16,1,1,45,183
Raymond Felton,12/25/16,2,1,-16,0
Raymond Felton,12/25/16,2,0,-10,160
Zaza Pachulia,12/25/16,2,1,2,-1
DeMar DeRozan,12/26/16,1,1,0,1
Eric Gordon,12/26/16,3,1,17,8
Jonas Valanciunas,12/26/16,2,0,-17,-1
Cody Zeller,12/26/16,4,1,0,1
Frank Kaminsky,12/26/16,3,1,0,1
Cody Zeller,12/26/16,3,1,0,1
Dwight Powell,12/26/16,1,1,17,13
Dante Cunningham,12/26/16,2,1,-1,18
Wesley Matthews,12/26/16,1,1,12,8
Jonas Valanciunas,12/26/16,1,1,-4,3
Jonas Valanciunas,12/26/16,1,1,-6,16
Eric Gordon,12/26/16,1,0,20,3
Deron Williams,12/26/16,1,1,-12,0
Cory Joseph,12/26/16,4,0,19,11
Nicolas Batum,12/26/16,1,1,-55,31
Eric Gordon,12/26/16,4,1,0,1
DeMar DeRozan,12/26/16,1,0,15,41
Cory Joseph,12/26/16,2,1,-24,38
DeMar DeRozan,12/26/16,3,0,-63,52
DeMar DeRozan,12/26/16,1,0,27,28
DeMar DeRozan,12/26/16,2,1,-6,41
Patrick Patterson,12/26/16,1,0,-76,21
Jonas Valanciunas,12/26/16,4,0,-1,31
Kyle Lowry,12/26/16,3,1,24,3
Kemba Walker,12/26/16,1,1,-19,8
Frank Kaminsky,12/26/16,3,0,20,0
Deron Williams,12/26/16,2,1,24,11
Cory Joseph,12/26/16,2,0,12,16
Cory Joseph,12/26/16,4,0,-19,8
Cory Joseph,12/26/16,4,0,-19,-1
Kemba Walker,12/26/16,4,0,-17,-5
Kemba Walker,12/26/16,1,0,-11,2
Raymond Felton,12/26/16,2,0,0,16
Kyle Lowry,12/26/16,3,0,2,2
DeMarre Carroll,12/26/16,3,0,19,3
Cory Joseph,12/26/16,4,1,-11,8
Kemba Walker,12/26/16,1,1,25,2
Jeremy Lin,12/26/16,1,1,-17,-1
Deron Williams,12/26/16,2,1,-14,0
Kemba Walker,12/26/16,3,0,-14,2
Jeremy Lin,12/26/16,3,0,-20,2
Eric Gordon,12/26/16,2,0,17,3
Cody Zeller,12/26/16,3,1,0,1
Cody Zeller,12/26/16,4,1,0,1
Dirk Nowitzki,12/26/16,1,1,-127,46
Dirk Nowitzki,12/26/16,1,1,-114,56
Kemba Walker,12/26/16,4,0,87,3
Jeremy Lin,12/26/16,2,0,122,13
Nicolas Batum,12/26/16,3,1,32,95
Chandler Parsons,12/26/16,2,0,-38,95
Cody Zeller,12/26/16,1,1,86,70
Frank Kaminsky,12/26/16,3,0,-2,129
Eric Gordon,12/26/16,4,0,-48,82
Frank Kaminsky,12/26/16,1,1,2,72
Jonas Valanciunas,12/26/16,2,0,-84,7
Jonas Valanciunas,12/26/16,2,0,48,18
Cody Zeller,12/26/16,1,0,28,65
Frank Kaminsky,12/26/16,1,1,2,46
DeMar DeRozan,12/26/16,3,0,-42,7
Jeremy Lamb,12/26/16,1,1,58,21
Nicolas Batum,12/26/16,4,1,42,252
Wesley Matthews,12/26/16,3,0,53,31
Dwight Powell,12/26/16,3,0,-165,205
DeMarre Carroll,12/26/16,4,0,-158,198
Anthony Davis,12/26/16,2,1,-129,8
Deron Williams,12/26/16,3,1,0,57
DeMarre Carroll,12/26/16,1,0,-83,242
Wesley Matthews,12/26/16,1,0,-109,232
Wesley Matthews,12/26/16,4,0,168,188
Jonas Valanciunas,12/26/16,1,0,79,77
Jeremy Lamb,12/26/16,1,1,-4,244
Jeremy Lin,12/26/16,1,1,127,213
Jeremy Lamb,12/26/16,1,0,-40,193
Jeremy Lamb,12/26/16,4,1,-4,111
Deron Williams,12/26/16,1,0,35,257
Chandler Parsons,12/26/16,1,0,24,259
Deron Williams,12/26/16,1,0,30,164
Marvin Williams,12/26/16,4,0,73,232
Kemba Walker,12/26/16,3,0,132,213
Marvin Williams,12/26/16,4,0,6,85
Kyle Lowry,12/26/16,4,0,46,244
Marvin Williams,12/26/16,4,1,-181,169
Kemba Walker,12/26/16,2,0,-120,121
Raymond Felton,12/26/16,4,0,186,208
Patrick Patterson,12/26/16,3,1,-184,174
Marvin Williams,12/26/16,2,0,171,193
Nicolas Batum,12/26/16,2,0,-71,159
Marvin Williams,12/26/16,1,1,-107,141
Eric Gordon,12/26/16,2,0,42,252
Jeremy Lamb,12/26/16,3,0,-9,267
Patrick Patterson,12/26/16,3,1,96,223
Wesley Matthews,12/26/16,3,0,-127,134
Anthony Davis,12/26/16,3,0,-214,141
Dwight Powell,12/26/16,3,1,1,51
Nicolas Batum,12/26/16,3,0,-99,136
Anthony Davis,12/26/16,3,0,-30,203
Jeremy Lamb,12/26/16,1,0,-234,-16
Dirk Nowitzki,12/26/16,2,0,43,269
Patrick Patterson,12/26/16,1,0,-222,70
DeMarre Carroll,12/26/16,1,0,228,2
Patrick Patterson,12/26/16,1,0,-228,16
Deron Williams,12/26/16,4,0,-147,228
Kemba Walker,12/26/16,3,1,122,136
Patrick Patterson,12/26/16,1,0,-237,-1
Eric Gordon,12/26/16,3,0,-197,169
Wesley Matthews,12/26/16,4,0,51,247
Jeremy Lamb,12/26/16,2,1,109,100
Jeremy Lamb,12/26/16,4,0,-222,110
Deron Williams,12/26/16,4,1,-112,232
Deron Williams,12/26/16,4,1,-125,219
Kemba Walker,12/26/16,4,0,-163,203
Raymond Felton,12/26/16,4,0,14,267
Patrick Patterson,12/26/16,2,1,235,38
DeMarre Carroll,12/26/16,3,1,-225,61
Jeremy Lin,12/26/16,3,0,104,232
Nicolas Batum,12/26/16,1,1,146,101
Deron Williams,12/26/16,3,0,-158,316
Nicolas Batum,12/26/16,4,1,235,-21
Anthony Davis,12/26/16,3,0,-135,82
Jeremy Lin,12/26/16,1,0,109,232
Dante Cunningham,12/26/16,2,1,42,41
DeMarre Carroll,12/26/16,1,0,127,180
Dirk Nowitzki,12/26/16,1,1,19,252
DeMar DeRozan,12/26/16,2,0,207,2
Deron Williams,12/26/16,3,1,240,7
DeMar DeRozan,12/26/16,4,0,176,7
Patrick Patterson,12/26/16,4,0,125,213
Deron Williams,12/26/16,2,0,137,141
Eric Gordon,12/26/16,1,1,69,242
Kemba Walker,12/26/16,2,0,-55,242
Nicolas Batum,12/26/16,2,0,151,198
Dante Cunningham,12/26/16,2,0,-235,16
Chandler Parsons,12/26/16,1,0,19,242
Kyle Lowry,12/26/16,4,1,9,247
Jeremy Lamb,12/26/16,2,1,-142,193
Kyle Lowry,12/26/16,4,0,223,85
Deron Williams,12/26/16,4,0,-6,262
Eric Gordon,12/26/16,3,0,146,205
Kyle Lowry,12/26/16,2,1,159,180
Jeremy Lamb,12/26/16,4,0,35,252
Deron Williams,12/26/16,4,0,117,149
Wesley Matthews,12/26/16,3,0,-160,200
Anthony Davis,12/26/16,2,0,-147,7
DeMar DeRozan,12/26/16,4,0,-53,282
Wesley Matthews,12/26/16,2,1,-225,11
DeMar DeRozan,12/26/16,1,0,-4,43
Kemba Walker,12/26/16,2,1,109,154
Patrick Patterson,12/26/16,2,1,9,242
Jeremy Lin,12/26/16,2,1,148,124
Cory Joseph,12/26/16,4,0,61,247
Nicolas Batum,12/26/16,3,0,173,174
Deron Williams,12/26/16,1,0,-127,193
Eric Gordon,12/26/16,4,1,51,242
Dante Cunningham,12/26/16,4,1,-178,190
Kemba Walker,12/26/16,2,0,241,0
Kyle Lowry,12/26/16,4,0,101,228
DeMar DeRozan,12/26/16,4,0,-84,52
Nicolas Batum,12/26/16,3,0,-96,223
DeMar DeRozan,12/26/16,2,1,-212,2
Eric Gordon,12/26/16,2,1,182,170
Kyle Lowry,12/26/16,3,1,-204,203
Anthony Davis,12/26/16,1,0,-145,7
Dirk Nowitzki,12/26/16,1,0,-35,16
Cody Zeller,12/26/16,3,0,1,97
Frank Kaminsky,12/26/16,2,1,1,46
Patrick Patterson,12/26/16,3,1,-227,36
Deron Williams,12/26/16,2,1,199,75
Anthony Davis,12/26/16,1,1,-99,0
Dante Cunningham,12/26/16,1,0,-174,178
Anthony Davis,12/26/16,3,0,-158,16
Eric Gordon,12/26/16,2,0,-50,254
Patrick Patterson,12/26/16,3,0,-237,-5
Raymond Felton,12/26/16,4,0,56,262
Anthony Davis,12/26/16,4,1,-124,139
Dirk Nowitzki,12/26/16,2,1,-70,244
Patrick Patterson,12/26/16,3,0,199,154
Nicolas Batum,12/26/16,3,0,66,237
Kemba Walker,12/26/16,3,0,145,105
Frank Kaminsky,12/26/16,1,1,-120,219
Nicolas Batum,12/26/16,4,0,109,159
DeMarre Carroll,12/26/16,3,1,228,70
Wesley Matthews,12/26/16,3,1,-191,178
Dirk Nowitzki,12/26/16,1,0,20,178
Dirk Nowitzki,12/26/16,1,0,-24,198
Dirk Nowitzki,12/26/16,2,0,78,237
Wesley Matthews,12/26/16,2,1,-71,244
Dante Cunningham,12/26/16,2,0,159,-1
Frank Kaminsky,12/26/16,2,0,82,244
Jeremy Lamb,12/26/16,4,1,73,174
Raymond Felton,12/26/16,2,0,138,141
Eric Gordon,12/26/16,1,0,189,183
Jeremy Lamb,12/26/16,3,0,-76,-1
Jonas Valanciunas,12/26/16,1,1,14,7
Dante Cunningham,12/26/16,2,1,2,16
Deron Williams,12/26/16,3,0,-6,26
Cody Zeller,12/26/16,4,0,25,0
Nicolas Batum,12/26/16,3,1,-19,-1
Anthony Davis,12/26/16,2,1,-16,2
Marvin Williams,12/26/16,1,1,-17,2
Nicolas Batum,12/26/16,3,0,14,7
Cody Zeller,12/26/16,4,0,12,21
Deron Williams,12/26/16,4,1,17,7
Kemba Walker,12/26/16,3,0,15,13
Anthony Davis,12/26/16,4,1,9,16
Wesley Matthews,12/26/16,3,0,-16,3
Kemba Walker,12/26/16,2,1,-112,-6
Raymond Felton,12/26/16,1,1,9,164
Kyle Lowry,12/26/16,3,1,102,223
Kyle Lowry,12/26/16,1,0,133,219
Kyle Lowry,12/26/16,4,0,-187,175
Cory Joseph,12/26/16,4,0,38,3
DeMar DeRozan,12/26/16,3,0,174,136
Kyle Lowry,12/26/16,1,1,-153,72
Kemba Walker,12/26/16,1,1,-140,203
DeMar DeRozan,12/26/16,3,0,66,200
Jeremy Lin,12/26/16,2,1,-110,208
DeMar DeRozan,12/26/16,4,1,1,144
Raymond Felton,12/26/16,1,0,-30,101
Kyle Lowry,12/26/16,2,0,-68,244
Raymond Felton,12/26/16,1,1,91,188
